ts,day,flags,ret,sigma,prev_close,open,high,low,close,volume,vwap,bar_count,is_filled
2022-07-27 14:35,2022-07-27,sigma_return,0.00525057,0.000505894,302.03,302.03,303.99,302.01,303.62,850083,303.207,4518,False
2022-08-26 10:02,2022-08-26,sigma_return,-0.00528919,0.000473858,318.47,318.41,318.49,316.76,316.79,611004,317.554,2708,False
2022-08-26 10:09,2022-08-26,sigma_return,0.00891899,0.000568223,318.12,318.12,321,318.12,320.97,734825,319.726,3840,False
2022-09-21 14:00,2022-09-21,abs_return;sigma_return;bar_range,-0.0127483,0.000517781,291.3,291.36,291.6,287.51,287.61,1.19087e+06,288.846,5495,False
2022-10-13 11:20,2022-10-13,abs_return;sigma_return;bar_range,0.0105234,0.00101052,263.73,263.75,266.52,263.69,266.52,1.11471e+06,265.267,5247,False
2022-10-14 10:00,2022-10-14,bar_range,-0.00643739,0.00137119,268.05,268,268,265.17,266.33,1.1504e+06,266.18,5054,False
2022-10-26 10:00,2022-10-26,sigma_return,0.00515428,0.000597523,278.66,278.64,280.36,278.64,280.1,859116,279.697,4564,False
2022-11-02 14:00,2022-11-02,sigma_return;bar_range,0.00907391,0.000453856,273.17,273.18,275.9,272.02,275.66,911072,274.35,3942,False
2022-11-02 14:36,2022-11-02,abs_return;sigma_return;bar_range,-0.0154806,0.000831878,277.97,278,278,273.64,273.7,1.13542e+06,275.591,6075,False
2022-11-23 11:54,2022-11-23,sigma_return,-0.00302709,0.000366193,287.84,287.84,287.84,286.89,286.97,302171,287.228,1326,False
2022-11-23 14:01,2022-11-23,sigma_return,0.00421053,0.000433188,286.77,286.79,288.11,286.75,287.98,309766,287.584,1352,False
2022-11-28 12:03,2022-11-28,sigma_return,-0.00351346,0.000424852,285.12,285.13,285.14,283.9,284.12,377432,284.37,1891,False
2022-11-30 13:30,2022-11-30,sigma_return;bar_range,0.00545598,0.000492605,281.49,281.49,283.81,280.72,283.03,1.12268e+06,282.483,4985,False
2022-12-14 14:00,2022-12-14,sigma_return;bar_range,-0.00693381,0.000588621,290.89,290.95,290.97,287.28,288.88,969556,288.65,4637,False
2022-12-14 14:34,2022-12-14,sigma_return,-0.00927494,0.000822685,285.96,285.92,285.95,283.24,283.32,755231,284.429,3754,False
2023-02-07 12:41,2023-02-07,sigma_return,0.0042563,0.000490109,304.78,304.77,306.43,304.74,306.08,457118,305.634,2444,False
2023-02-07 12:42,2023-02-07,sigma_return,-0.0048799,0.000534774,306.08,306.08,306.39,304.42,304.59,448102,305.314,2526,False
2023-03-07 10:00,2023-03-07,sigma_return,-0.00413789,0.000382647,300.29,300.29,300.29,298.94,299.05,637424,299.5,3351,False
2023-03-22 14:00,2023-03-22,sigma_return,0.00477236,0.000314572,311.47,311.51,313.24,311.3,312.96,731861,312.43,4041,False
2023-03-22 14:02,2023-03-22,sigma_return,-0.00339602,0.0003991,312.66,312.67,312.68,311.51,311.6,449485,312.019,1944,False
2023-05-10 09:31,2023-05-10,sigma_return,0.00212553,0.000237448,324.28,324.29,324.98,324.28,324.97,275689,324.635,1412,False
2023-06-14 14:00,2023-06-14,sigma_return,-0.00371272,0.000335513,364.29,364.21,364.21,362.86,362.94,828134,363.309,4486,False
2023-09-20 14:00,2023-09-20,sigma_return,-0.00333203,0.000298827,369.76,369.73,369.73,368.29,368.53,570053,368.794,3162,False
2023-09-20 14:31,2023-09-20,sigma_return,0.00314117,0.000379337,368.71,368.69,370.2,368.68,369.87,517326,369.698,3126,False
2023-11-09 13:01,2023-11-09,sigma_return,-0.00259758,0.000308382,373.91,373.92,373.93,372.91,372.94,296759,373.281,2172,False
2023-12-13 14:00,2023-12-13,sigma_return,0.00355142,0.000218081,399.13,399.2,400.61,399.2,400.55,687529,400.054,3928,False
2024-03-20 14:00,2024-03-20,sigma_return,0.00225387,0.000277249,438.75,438.74,440.16,438.74,439.74,451135,439.696,3055,False
2024-03-20 14:07,2024-03-20,sigma_return,-0.00269881,0.000330872,441.53,441.53,441.64,440.23,440.34,162266,440.904,854,False
2024-04-03 10:00,2024-04-03,sigma_return,0.00268005,0.000268285,439.7,439.75,441.11,439.72,440.88,417459,440.641,2762,False
2024-04-04 14:30,2024-04-04,sigma_return,-0.00254038,0.000284508,441.44,441.42,441.42,440.23,440.32,527694,440.619,3402,False
2024-04-23 09:45,2024-04-23,sigma_return,0.00383841,0.000413281,421.24,421.25,422.9,421.25,422.86,428010,422.157,2436,False
2024-08-05 10:00,2024-08-05,sigma_return,0.00895339,0.00104121,432.53,432.54,436.46,432.49,436.42,621044,435.282,4376,False
2024-08-21 10:36,2024-08-21,sigma_return,0.00333703,0.000360288,481.66,481.7,483.31,481.64,483.27,280314,482.701,1674,False
2024-09-04 10:00,2024-09-04,sigma_return,-0.00655055,0.000493767,461.01,460.94,461.01,457.73,458,553638,458.647,3104,False
2024-09-06 11:00,2024-09-06,sigma_return,0.00500156,0.000598555,450.73,450.73,453.03,450.6,452.99,621198,451.879,3760,False
2024-09-18 14:00,2024-09-18,sigma_return;bar_range,0.00794606,0.000352749,473.82,473.71,478.06,472.6,477.6,1.03758e+06,476.675,7552,False
2024-10-03 10:13,2024-10-03,sigma_return,-0.00366494,0.000390188,483.84,483.84,483.88,482.04,482.07,172598,482.908,1093,False
2024-12-18 14:00,2024-12-18,sigma_return,-0.00248698,0.000288896,535.45,535.57,535.57,534,534.12,160482,534.644,873,False
2025-01-27 09:31,2025-01-27,sigma_return,0.00380032,0.000300354,512.14,512.04,514.16,512.02,514.09,413058,513.111,2076,False
2025-02-06 10:39,2025-02-06,sigma_return,-0.00322104,0.000307763,528.63,528.66,528.68,526.9,526.93,230818,527.755,1534,False
2025-02-07 10:00,2025-02-07,sigma_return,-0.00301978,0.000362377,530.64,530.57,530.58,527.67,529.04,450608,528.676,3315,False
2025-02-07 10:53,2025-02-07,sigma_return,-0.00649772,0.000407792,528.05,528.05,528.16,524.24,524.63,491282,525.75,3648,False
2025-03-19 14:00,2025-03-19,sigma_return,0.00401397,0.000445285,477.37,477.25,479.49,476.57,479.29,353573,478.481,2343,False
2025-04-07 10:10,2025-04-07,abs_return;sigma_return;bar_range,0.0169939,0.0016561,416.59,416.6,423.73,416.46,423.73,1.14816e+06,420.737,7252,False
2025-04-07 10:11,2025-04-07,bar_range,0.00923203,0.0018666,423.73,423.66,428.64,423.66,427.66,2.17226e+06,426.966,14036,False
2025-04-07 10:12,2025-04-07,bar_range,0.00694399,0.00192392,427.66,427.68,430.99,425.2,430.64,1.1256e+06,427.761,7295,False
2025-04-07 10:13,2025-04-07,abs_return;bar_range,0.0138137,0.00195219,430.64,430.66,436.98,430.09,436.63,1.34155e+06,433.128,7794,False
2025-04-07 10:14,2025-04-07,bar_range,-0.00721743,0.00207269,436.63,436.63,437.36,431.94,433.49,1.91934e+06,434.421,11014,False
2025-04-07 10:15,2025-04-07,bar_range,0.00749222,0.00210552,433.49,433.49,439.21,433.26,436.75,1.58349e+06,436.218,10057,False
2025-04-07 10:16,2025-04-07,bar_range,0.00920762,0.00213679,436.75,436.83,440.94,434.94,440.79,1.41178e+06,438.37,9268,False
2025-04-07 10:18,2025-04-07,abs_return;bar_range,-0.0175203,0.0021909,442.2,442.29,442.39,434.47,434.52,1.03755e+06,438.26,6973,False
2025-04-07 10:20,2025-04-07,abs_return;bar_range,-0.0117513,0.00236667,433.98,434.02,434.09,428.9,428.91,1.11701e+06,431.414,7031,False
2025-04-07 10:23,2025-04-07,bar_range,-0.00818,0.00245952,427.17,427.26,427.67,422.5,423.69,1.13944e+06,425.437,6854,False
2025-04-07 10:34,2025-04-07,abs_return;bar_range,-0.0114666,0.00261015,424.52,424.54,424.93,419.46,419.68,842414,422.351,5727,False
2025-04-07 10:50,2025-04-07,bar_range,0.00867772,0.00273466,421.09,421.11,424.97,420.72,424.76,499601,423.039,3343,False
2025-04-07 11:14,2025-04-07,abs_return;bar_range,-0.0168487,0.00279367,424.36,424.35,424.99,415.94,417.27,1.32916e+06,419.222,8933,False
2025-04-07 13:00,2025-04-07,abs_return;bar_range,0.0119565,0.00301692,416.52,416.49,423.7,416.42,421.53,616353,421.738,4183,False
2025-04-08 14:30,2025-04-08,bar_range,0.0066494,0.0014225,422.69,422.7,427.43,422.7,425.51,551956,425.879,3377,False
2025-04-09 13:18,2025-04-09,bar_range,-0.00683723,0.00163524,425.6,425.58,425.89,420.5,422.7,492415,423.035,3731,False
2025-04-09 13:19,2025-04-09,abs_return;sigma_return;bar_range,0.0271419,0.00167038,422.7,422.7,435.49,421.5,434.33,1.8386e+06,429.795,14227,False
2025-04-09 13:20,2025-04-09,bar_range,0.00271314,0.00216235,434.33,434.28,437.59,429,435.51,988351,433.557,6429,False
2025-04-09 13:21,2025-04-09,bar_range,0.00675083,0.00216592,435.51,435.86,442.65,435.86,438.46,906962,439.43,4923,False
2025-04-09 13:22,2025-04-09,bar_range,0.00509578,0.00219226,438.46,438.53,440.93,434.35,440.7,987736,437.848,4909,False
2025-04-09 13:25,2025-04-09,bar_range,0.00825635,0.00222857,443.88,443.77,448.45,443.57,447.56,1.00558e+06,446.903,5751,False
2025-04-09 13:28,2025-04-09,abs_return;bar_range,-0.0157642,0.00228873,452.03,452.02,452.02,444.8,444.96,1.17184e+06,447.972,6659,False
2025-04-09 13:29,2025-04-09,bar_range,-0.00166446,0.00242622,444.96,444.98,448.25,443.35,444.22,834853,445.177,5120,False
2025-04-09 13:35,2025-04-09,bar_range,0.00648479,0.00247756,451.9,451.85,456.27,451.68,454.84,762780,454.676,4746,False
2025-04-09 13:36,2025-04-09,bar_range,-0.00863359,0.00248837,454.84,455.03,455.65,450.64,450.93,856410,452.718,5548,False
2025-04-09 13:37,2025-04-09,bar_range,0.00405007,0.00252504,450.93,450.92,454.87,450.33,452.76,505905,452.818,2663,False
2025-04-10 13:02,2025-04-10,bar_range,0.00721748,0.00276027,441.77,441.77,446.57,441.53,444.97,473881,445.102,2652,False
2025-04-23 09:37,2025-04-23,sigma_return,0.00803077,0.000671134,457.64,457.63,461.44,457.43,461.33,675327,459.522,4525,False
2025-08-12 09:44,2025-08-12,sigma_return,-0.00222257,0.000276124,576.55,576.57,576.62,574.95,575.27,506762,575.657,3578,False
2025-08-22 10:00,2025-08-22,sigma_return,0.00821816,0.000407936,564.71,564.76,569.51,564.75,569.37,959981,568.117,6842,False
2025-10-10 10:57,2025-10-10,sigma_return,-0.00289668,0.000288628,611.93,611.94,612.12,610.11,610.16,302602,611.093,1970,False
2025-10-10 11:00,2025-10-10,sigma_return,-0.00337452,0.000338301,608.52,608.47,608.54,605.41,606.47,704968,606.713,4472,False
2025-10-14 15:37,2025-10-14,sigma_return,-0.00361767,0.000436101,600.92,600.94,600.96,598.49,598.75,644222,599.608,3827,False
2025-10-22 12:30,2025-10-22,sigma_return,-0.00375831,0.000351538,605.13,605.16,605.7,602.32,602.86,646071,603.435,4773,False
2025-10-29 14:35,2025-10-29,sigma_return,-0.00447823,0.000241771,635.6,635.6,635.68,632.71,632.76,679380,633.732,4210,False
2025-11-18 09:32,2025-11-18,sigma_return,0.0049675,0.000591859,598.41,598.41,601.48,598.41,601.39,585659,600.281,5858,False
2025-12-10 14:00,2025-12-10,sigma_return,0.00293248,0.000286462,623.13,623.12,625.71,622.87,624.96,532118,624.673,4790,False
2025-12-12 10:58,2025-12-12,sigma_return,-0.0033325,0.000387979,616.18,616.17,616.17,613.72,614.13,1.0977e+06,614.567,9091,False
2025-12-29 09:36,2025-12-29,sigma_return,0.00244566,0.000194777,620.75,620.76,622.28,620.73,622.27,498556,621.575,5733,False
2026-01-07 10:38,2026-01-07,sigma_return,-0.0023688,0.000270791,625.53,625.55,625.56,624,624.05,379945,624.687,3085,False
2026-01-09 09:48,2026-01-09,sigma_return,-0.0028633,0.000350008,622.55,622.59,622.65,620.77,620.77,332133,621.409,3198,False
2026-01-21 14:27,2026-01-21,sigma_return,0.00427937,0.000463141,610.93,610.92,614.15,610.73,613.55,707201,612.865,7577,False
2026-02-03 09:43,2026-02-03,bar_range,-0.00213003,0.00034949,625.07,625.09,629.98,623.19,623.74,502404,623.807,4262,False
2026-02-20 10:01,2026-02-20,sigma_return,0.00540488,0.000512616,605.22,605.27,608.86,604.75,608.5,722478,607.44,6756,False
2026-02-26 10:12,2026-02-26,sigma_return,-0.00255595,0.000275206,611.12,611.12,611.14,609.44,609.56,581832,610.157,7157,False
2026-03-16 15:09,2026-03-16,sigma_return,0.00332166,0.000412591,601.11,601.11,603.16,601.06,603.11,620193,602.242,6441,False
2026-04-02 10:36,2026-04-02,sigma_return,0.00435783,0.000474366,581.59,581.44,584.79,581.13,584.13,766157,583.312,7171,False
2026-04-13 15:59,2026-04-13,bar_range,-8.0992e-05,0.000358901,617.37,617.37,626.74,617.28,617.32,1.09053e+06,617.449,6889,False
2026-04-23 13:01,2026-04-23,sigma_return,-0.00233715,0.000290876,655.41,655.42,655.53,653.7,653.88,334097,654.529,3504,False
2026-04-23 13:53,2026-04-23,sigma_return,0.00331865,0.000403572,646.78,646.79,650.36,646.67,648.93,682677,649.051,6491,False
2026-05-18 15:01,2026-05-18,sigma_return,0.00549593,0.000629248,700.41,700.4,704.59,700.39,704.27,496800,702.541,4631,False
2026-06-17 14:00,2026-06-17,sigma_return,-0.0053407,0.000486993,734.07,734.06,734.21,730.02,730.16,318590,731.626,2834,False
2026-07-10 10:32,2026-07-10,sigma_return,-0.00545006,0.000372225,723.06,722.99,723.66,718.94,719.13,327358,721.503,3449,False
2026-08-18 09:32,2026-08-18,sigma_return,-0.00241506,0.000260258,721.35,721.35,721.57,719.57,719.61,184108,720.601,1882,False
2026-08-27 09:31,2026-08-27,sigma_return,-0.00287284,0.000302112,718.09,718.11,718.47,715.96,716.03,175019,717.125,1580,False
